id,title,original_title,source,file_path,ocr_chars,overlap_title,overlap_original,overlap_max,fuzzy_title,fuzzy_original,fuzzy_max,error
7180,RISEN,RISEN,primary,/mULRjy8rGqZx9Ql5TTKV4inH9If.jpg,5,1.0,1.0,1.0,1.0,1.0,1.0,
7180,RISEN,RISEN,variant,/mULRjy8rGqZx9Ql5TTKV4inH9If.jpg,5,1.0,1.0,1.0,1.0,1.0,1.0,
7180,RISEN,RISEN,variant,/vX3uVYYG1YMbZijRoaFSXtNuIO2.jpg,24,0.0,0.0,0.0,0.24,0.24,0.24,
13276,Deadwater,Deadwater,primary,/1563LI6bmrzyXaGbbwTkAjpR0qA.jpg,9,1.0,1.0,1.0,1.0,1.0,1.0,
13276,Deadwater,Deadwater,variant,/1563LI6bmrzyXaGbbwTkAjpR0qA.jpg,9,1.0,1.0,1.0,1.0,1.0,1.0,
13276,Deadwater,Deadwater,variant,/tvF4dx3coDHCJrcn0nM38X663fH.jpg,8,0.0,0.0,0.0,0.1176,0.1176,0.1176,
15057,The Evil Woods,The Evil Woods,primary,/ppMNj9IAzEjQsQCjBloHo9qf6yJ.jpg,17,0.3333,0.3333,0.3333,0.6154,0.6154,0.6154,
15057,The Evil Woods,The Evil Woods,variant,/ppMNj9IAzEjQsQCjBloHo9qf6yJ.jpg,17,0.3333,0.3333,0.3333,0.6154,0.6154,0.6154,
20321,Doctor Sleep,Doctor Sleep,primary,/bWb7wrpWygWFEFlkkwU4cUTfE7V.jpg,15,0.0,0.0,0.0,0.3333,0.3333,0.3333,
20321,Doctor Sleep,Doctor Sleep,variant,/bWb7wrpWygWFEFlkkwU4cUTfE7V.jpg,15,0.0,0.0,0.0,0.3333,0.3333,0.3333,
20321,Doctor Sleep,Doctor Sleep,variant,/eBRcmhQakzeYPU6AWLP1DtAoLtC.jpg,15,0.0,0.0,0.0,0.3333,0.3333,0.3333,
20321,Doctor Sleep,Doctor Sleep,variant,/mUp3SkA4U9biBUx95XkF4RI0jpk.jpg,9,0.0,0.0,0.0,0.2,0.2,0.2,
26208,Credo,Credo,primary,/zujrGZqzrXe8DVCZyig07O03Edz.jpg,17,0.0,0.0,0.0,0.2105,0.2105,0.2105,
26208,Credo,Credo,variant,/uyBYb0e9cBQv4uJVIAIqYjIJ2qM.jpg,17,0.0,0.0,0.0,0.2105,0.2105,0.2105,
26208,Credo,Credo,variant,/zujrGZqzrXe8DVCZyig07O03Edz.jpg,17,0.0,0.0,0.0,0.2105,0.2105,0.2105,
28930,Live Evil,Live Evil,primary,/760Y7oQvtGokFyo8cXpigGMa3J1.jpg,9,1.0,1.0,1.0,1.0,1.0,1.0,
28930,Live Evil,Live Evil,variant,/fZCS2BHwPhzeTDQKnflUzHPIcHv.jpg,29,0.0,0.0,0.0,0.2353,0.2353,0.2353,
29214,Echoes,Echoes,primary,/mjM0EpHEgXVwGnd5fhBXpTkxOzU.jpg,6,1.0,1.0,1.0,1.0,1.0,1.0,
29214,Echoes,Echoes,variant,/kTAqXw80XokVrYHehoW01zt2HP3.jpg,16,0.0,0.0,0.0,0.0952,0.0952,0.0952,
29214,Echoes,Echoes,variant,/mjM0EpHEgXVwGnd5fhBXpTkxOzU.jpg,6,1.0,1.0,1.0,1.0,1.0,1.0,
29214,Echoes,Echoes,variant,/x7ksDA8Z5iQE4I2g3DLIBfUyu7h.jpg,6,1.0,1.0,1.0,1.0,1.0,1.0,
29899,Claustrophobia,Claustrophobia,primary,/gNyLGFOTMvRwbGkrLuFiLAAfHhD.jpg,13,0.0,0.0,0.0,0.2308,0.2308,0.2308,
29899,Claustrophobia,Claustrophobia,variant,/3vUeGjpPrEbllgm1EK68Y5hJNf4.jpg,13,0.0,0.0,0.0,0.2308,0.2308,0.2308,
29899,Claustrophobia,Claustrophobia,variant,/gNyLGFOTMvRwbGkrLuFiLAAfHhD.jpg,13,0.0,0.0,0.0,0.2308,0.2308,0.2308,
30030,Eyes Are Upon You,Eyes Are Upon You,primary,/4nsQ3qGeP6xCllI2RDQBPstdtdP.jpg,10,0.0,0.0,0.0,0.3478,0.3478,0.3478,
30030,Eyes Are Upon You,Eyes Are Upon You,variant,/4nsQ3qGeP6xCllI2RDQBPstdtdP.jpg,10,0.0,0.0,0.0,0.3478,0.3478,0.3478,
35949,Jennifer's Shadow,Jennifer's Shadow,primary,/emw0TaUE0jyaSuZQw2u0A3L4RMw.jpg,22,0.0,0.0,0.0,0.1176,0.1176,0.1176,
35949,Jennifer's Shadow,Jennifer's Shadow,variant,/emw0TaUE0jyaSuZQw2u0A3L4RMw.jpg,22,0.0,0.0,0.0,0.1176,0.1176,0.1176,
36965,Infection,Infection,primary,/nZwQvVEySo7rGI0JR06penAVmr1.jpg,5,0.0,0.0,0.0,0.2857,0.2857,0.2857,
36965,Infection,Infection,variant,/6iX2M7APQTXtptwkZ193QOsYfaX.jpg,8,0.0,0.0,0.0,0.5882,0.5882,0.5882,
36965,Infection,Infection,variant,/6mEmhon5P1UfKOHGn07z8zlbeK1.jpg,8,0.0,0.0,0.0,0.5882,0.5882,0.5882,
36965,Infection,Infection,variant,/vC8BHTBVpCTDfkraxxydRnZvH1X.jpg,8,0.0,0.0,0.0,0.5882,0.5882,0.5882,
36965,Infection,Infection,variant,/zLoAaUcg07sWFK1e4qtgGvqvHr3.jpg,8,0.0,0.0,0.0,0.5882,0.5882,0.5882,
37687,3 A.M.,3 A.M.,primary,/5xrbnulJKpxtD2pCN1cdN0TXrMn.jpg,21,0.0,0.0,0.0,0.1739,0.1739,0.1739,
37687,3 A.M.,3 A.M.,variant,/5xrbnulJKpxtD2pCN1cdN0TXrMn.jpg,21,0.0,0.0,0.0,0.1739,0.1739,0.1739,
40338,Naked Massacre,Die Hinrichtung,primary,/i1ElgF6v5avfslWm45s3JjzZbPS.jpg,14,1.0,0.0,1.0,1.0,0.1481,1.0,
40338,Naked Massacre,Die Hinrichtung,variant,/eXE7aKB0EokJlrt4sm0MhT86htQ.jpg,14,1.0,0.0,1.0,1.0,0.1481,1.0,
40338,Naked Massacre,Die Hinrichtung,variant,/hvvrFwDABKfVFNrOZBGOk2cQcQ1.jpg,13,0.0,0.0,0.0,0.1667,0.08,0.1667,
40338,Naked Massacre,Die Hinrichtung,variant,/ok7WHby5ATCRjil9amoiblWZMNA.jpg,13,0.0,0.0,0.0,0.1667,0.08,0.1667,
40338,Naked Massacre,Die Hinrichtung,variant,/pDjnmgEXxzeiQiGGxT7oA0gEHtx.jpg,13,0.0,0.0,0.0,0.1667,0.08,0.1667,
40338,Naked Massacre,Die Hinrichtung,variant,/xEB7kJI7Fh9lNRhROpN9mNxrw2K.jpg,13,0.0,0.0,0.0,0.1667,0.08,0.1667,
45511,Teacher's Pet,Teacher's Pet,primary,/rQp1gPdjPoUPTWZmnrrXpVZkt0G.jpg,13,1.0,1.0,1.0,1.0,1.0,1.0,
45511,Teacher's Pet,Teacher's Pet,variant,/6tP0SNBPUWEFd4dz77p4JH2S574.jpg,20,0.0,0.0,0.0,0.2963,0.2963,0.2963,
45511,Teacher's Pet,Teacher's Pet,variant,/9NCZNJFEq8FuoXOx9R0yXT7s1XP.jpg,20,0.0,0.0,0.0,0.2963,0.2963,0.2963,
45511,Teacher's Pet,Teacher's Pet,variant,/rQp1gPdjPoUPTWZmnrrXpVZkt0G.jpg,13,1.0,1.0,1.0,1.0,1.0,1.0,
47431,To Make a Killing,To Make a Killing,primary,/1qQ3tiBTDTLSMzEk0X6NVfdacoL.jpg,17,1.0,1.0,1.0,1.0,1.0,1.0,
47431,To Make a Killing,To Make a Killing,variant,/1qQ3tiBTDTLSMzEk0X6NVfdacoL.jpg,17,1.0,1.0,1.0,1.0,1.0,1.0,
47431,To Make a Killing,To Make a Killing,variant,/3V9jxF3ZHE3KLSyU6QytBo4NPaE.jpg,7,0.0,0.0,0.0,0.1905,0.1905,0.1905,
47431,To Make a Killing,To Make a Killing,variant,/8d86V178Rt2jKz9iirslBinnUL7.jpg,17,1.0,1.0,1.0,1.0,1.0,1.0,
47431,To Make a Killing,To Make a Killing,variant,/o3SPVBBveLB6MgDLwUzEFR8r9T.jpg,7,0.0,0.0,0.0,0.0952,0.0952,0.0952,
48808,Closet Space,Closet Space,primary,/1iXF33dWixSj6Q0hRIN1NYaFnvi.jpg,18,0.0,0.0,0.0,0.2222,0.2222,0.2222,
48808,Closet Space,Closet Space,variant,/1iXF33dWixSj6Q0hRIN1NYaFnvi.jpg,18,0.0,0.0,0.0,0.2222,0.2222,0.2222,
50604,Dark Woods,Dark Woods,primary,/5KjHJKWsfwssN1YCPo7u4Tl4l2x.jpg,20,0.0,0.0,0.0,0.2857,0.2857,0.2857,
50604,Dark Woods,Dark Woods,variant,/5KjHJKWsfwssN1YCPo7u4Tl4l2x.jpg,20,0.0,0.0,0.0,0.2857,0.2857,0.2857,
51176,Hellborn,Hellborn,primary,/r0KUoGBEO0sWxTr9hhLf78tXtDg.jpg,8,1.0,1.0,1.0,1.0,1.0,1.0,
51176,Hellborn,Hellborn,variant,/j67a01b7pSRKD5JMDBzqUYaOLj2.jpg,8,1.0,1.0,1.0,1.0,1.0,1.0,
51176,Hellborn,Hellborn,variant,/qYWqTmqWEBdIsGFcWU2k73Rj0MX.jpg,20,0.0,0.0,0.0,0.24,0.24,0.24,
51176,Hellborn,Hellborn,variant,/r0KUoGBEO0sWxTr9hhLf78tXtDg.jpg,8,1.0,1.0,1.0,1.0,1.0,1.0,
51176,Hellborn,Hellborn,variant,/u5VdDoyXLuMSA193Jalh03FfrD3.jpg,20,0.0,0.0,0.0,0.24,0.24,0.24,
56383,"Lisa, Lisa","Lisa, Lisa",primary,/rV6Irmd9RD0HZXhD7H8ucZceo3V.jpg,9,1.0,1.0,1.0,1.0,1.0,1.0,
56383,"Lisa, Lisa","Lisa, Lisa",variant,/1j7yOD5A6rvBthWHgwwZNniS8AW.jpg,23,0.0,0.0,0.0,0.3448,0.3448,0.3448,
56383,"Lisa, Lisa","Lisa, Lisa",variant,/2eXHfCuzBlUvceOQHD8gXzWW7XZ.jpg,3,0.0,0.0,0.0,0.1818,0.1818,0.1818,
56383,"Lisa, Lisa","Lisa, Lisa",variant,/cajXHMaotEMAKLz8HpRsPXx8yCr.jpg,3,0.0,0.0,0.0,0.1818,0.1818,0.1818,
56383,"Lisa, Lisa","Lisa, Lisa",variant,/fj2PR0EnAakr9F0VhUe2uwESmII.jpg,23,0.0,0.0,0.0,0.3448,0.3448,0.3448,
56383,"Lisa, Lisa","Lisa, Lisa",variant,/rV6Irmd9RD0HZXhD7H8ucZceo3V.jpg,9,1.0,1.0,1.0,1.0,1.0,1.0,
58796,Canes,Canes,primary,/9tq55sjFuJ2NNt0IPrigFKSJ0u6.jpg,12,0.0,0.0,0.0,0.375,0.375,0.375,
58796,Canes,Canes,variant,/5xCEKaeX0TBNDmXqFlJHA1kKYPG.jpg,12,0.0,0.0,0.0,0.375,0.375,0.375,
58796,Canes,Canes,variant,/7lsUOQzB8DzCUFRG9uibGJ7Hj2y.jpg,12,0.0,0.0,0.0,0.375,0.375,0.375,
58796,Canes,Canes,variant,/9tq55sjFuJ2NNt0IPrigFKSJ0u6.jpg,12,0.0,0.0,0.0,0.375,0.375,0.375,
58796,Canes,Canes,variant,/tXLja1NrO5XP02UlDzer9sYGZSs.jpg,12,0.0,0.0,0.0,0.375,0.375,0.375,
64623,Vendetta,Zai shi zhui hun,primary,/3kL2yacKNzPZ6IrxFI8dHJqu6lx.jpg,8,1.0,0.0,1.0,1.0,0.0952,1.0,
64623,Vendetta,Zai shi zhui hun,variant,/3kL2yacKNzPZ6IrxFI8dHJqu6lx.jpg,8,1.0,0.0,1.0,1.0,0.0952,1.0,
69117,Unseen Evil 2,Unseen Evil 2,primary,/p13XVpFphqj2Dc92ZRUeYdKBWAf.jpg,10,0.0,0.0,0.0,0.2,0.2,0.2,
69117,Unseen Evil 2,Unseen Evil 2,variant,/p13XVpFphqj2Dc92ZRUeYdKBWAf.jpg,10,0.0,0.0,0.0,0.2,0.2,0.2,
69142,The Wrath,The Wrath,primary,/gp2Zfza1j955qUU6iyDDdDsJk1H.jpg,7,0.0,0.0,0.0,0.2667,0.2667,0.2667,
69142,The Wrath,The Wrath,variant,/ciVxIxEBWr14uNl5nLbjKux8QSj.jpg,13,0.0,0.0,0.0,0.5,0.5,0.5,
69142,The Wrath,The Wrath,variant,/gp2Zfza1j955qUU6iyDDdDsJk1H.jpg,7,0.0,0.0,0.0,0.2667,0.2667,0.2667,
69142,The Wrath,The Wrath,variant,/i58d2YSlyrN8yWjncS3UQEqZSCm.jpg,13,0.0,0.0,0.0,0.5,0.5,0.5,
69142,The Wrath,The Wrath,variant,/oeohKveamqYsnjqC5wn0aIXI4hT.jpg,7,0.0,0.0,0.0,0.2667,0.2667,0.2667,
71234,Greed,Greed,primary,/iMraYCxCyB4s0IwlLkPtxrbSt2v.jpg,3,0.0,0.0,0.0,0.25,0.25,0.25,
71234,Greed,Greed,variant,/iMraYCxCyB4s0IwlLkPtxrbSt2v.jpg,3,0.0,0.0,0.0,0.25,0.25,0.25,
72654,Parents,Foreldrar,primary,/6cSYVV21o7T1iMclovdKqnLqy2d.jpg,7,1.0,0.0,1.0,1.0,0.25,1.0,
72654,Parents,Foreldrar,variant,/6cSYVV21o7T1iMclovdKqnLqy2d.jpg,7,1.0,0.0,1.0,1.0,0.25,1.0,
72654,Parents,Foreldrar,variant,/xxI1XYYXrzTRaTaog1tjE7scC6J.jpg,7,1.0,0.0,1.0,1.0,0.25,1.0,
74650,Fantasmi,Fantasmi,primary,/vKMfMV1vPsRTiM4YQk603rMTdMh.jpg,18,0.0,0.0,0.0,0.32,0.32,0.32,
