id,title,original_title,source,file_path,ocr_chars,overlap_title,overlap_original,overlap_max,fuzzy_title,fuzzy_original,fuzzy_max,error
7180,RISEN,RISEN,primary,/mULRjy8rGqZx9Ql5TTKV4inH9If.jpg,36,1.0,1.0,1.0,0.2632,0.2632,0.2632,
7180,RISEN,RISEN,variant,/mULRjy8rGqZx9Ql5TTKV4inH9If.jpg,36,1.0,1.0,1.0,0.2632,0.2632,0.2632,
7180,RISEN,RISEN,variant,/vX3uVYYG1YMbZijRoaFSXtNuIO2.jpg,102,0.0,0.0,0.0,0.0889,0.0889,0.0889,
13276,Deadwater,Deadwater,primary,/1563LI6bmrzyXaGbbwTkAjpR0qA.jpg,572,1.0,1.0,1.0,0.0367,0.0367,0.0367,
13276,Deadwater,Deadwater,variant,/1563LI6bmrzyXaGbbwTkAjpR0qA.jpg,572,1.0,1.0,1.0,0.0367,0.0367,0.0367,
13276,Deadwater,Deadwater,variant,/tvF4dx3coDHCJrcn0nM38X663fH.jpg,74,0.0,0.0,0.0,0.1622,0.1622,0.1622,
15057,The Evil Woods,The Evil Woods,primary,/ppMNj9IAzEjQsQCjBloHo9qf6yJ.jpg,30,0.3333,0.3333,0.3333,0.4444,0.4444,0.4444,
15057,The Evil Woods,The Evil Woods,variant,/ppMNj9IAzEjQsQCjBloHo9qf6yJ.jpg,30,0.3333,0.3333,0.3333,0.4444,0.4444,0.4444,
20321,Doctor Sleep,Doctor Sleep,primary,/bWb7wrpWygWFEFlkkwU4cUTfE7V.jpg,567,0.5,0.5,0.5,0.0,0.0,0.0,
20321,Doctor Sleep,Doctor Sleep,variant,/bWb7wrpWygWFEFlkkwU4cUTfE7V.jpg,567,0.5,0.5,0.5,0.0,0.0,0.0,
20321,Doctor Sleep,Doctor Sleep,variant,/eBRcmhQakzeYPU6AWLP1DtAoLtC.jpg,31,0.0,0.0,0.0,0.2286,0.2286,0.2286,
20321,Doctor Sleep,Doctor Sleep,variant,/mUp3SkA4U9biBUx95XkF4RI0jpk.jpg,19,0.0,0.0,0.0,0.1481,0.1481,0.1481,
26208,Credo,Credo,primary,/zujrGZqzrXe8DVCZyig07O03Edz.jpg,30,0.0,0.0,0.0,0.2105,0.2105,0.2105,
26208,Credo,Credo,variant,/uyBYb0e9cBQv4uJVIAIqYjIJ2qM.jpg,77,0.0,0.0,0.0,0.1176,0.1176,0.1176,
26208,Credo,Credo,variant,/zujrGZqzrXe8DVCZyig07O03Edz.jpg,30,0.0,0.0,0.0,0.2105,0.2105,0.2105,
28930,Live Evil,Live Evil,primary,/760Y7oQvtGokFyo8cXpigGMa3J1.jpg,659,1.0,1.0,1.0,0.0072,0.0072,0.0072,
28930,Live Evil,Live Evil,variant,/fZCS2BHwPhzeTDQKnflUzHPIcHv.jpg,617,0.0,0.0,0.0,0.0117,0.0117,0.0117,
29214,Echoes,Echoes,primary,/mjM0EpHEgXVwGnd5fhBXpTkxOzU.jpg,6,1.0,1.0,1.0,1.0,1.0,1.0,
29214,Echoes,Echoes,variant,/kTAqXw80XokVrYHehoW01zt2HP3.jpg,107,0.0,0.0,0.0,0.1099,0.1099,0.1099,
29214,Echoes,Echoes,variant,/mjM0EpHEgXVwGnd5fhBXpTkxOzU.jpg,6,1.0,1.0,1.0,1.0,1.0,1.0,
29214,Echoes,Echoes,variant,/x7ksDA8Z5iQE4I2g3DLIBfUyu7h.jpg,277,1.0,1.0,1.0,0.0,0.0,0.0,
29899,Claustrophobia,Claustrophobia,primary,/gNyLGFOTMvRwbGkrLuFiLAAfHhD.jpg,83,0.0,0.0,0.0,0.1687,0.1687,0.1687,
29899,Claustrophobia,Claustrophobia,variant,/3vUeGjpPrEbllgm1EK68Y5hJNf4.jpg,83,0.0,0.0,0.0,0.1707,0.1707,0.1707,
29899,Claustrophobia,Claustrophobia,variant,/gNyLGFOTMvRwbGkrLuFiLAAfHhD.jpg,83,0.0,0.0,0.0,0.1687,0.1687,0.1687,
30030,Eyes Are Upon You,Eyes Are Upon You,primary,/4nsQ3qGeP6xCllI2RDQBPstdtdP.jpg,39,0.0,0.0,0.0,0.2979,0.2979,0.2979,
30030,Eyes Are Upon You,Eyes Are Upon You,variant,/4nsQ3qGeP6xCllI2RDQBPstdtdP.jpg,39,0.0,0.0,0.0,0.2979,0.2979,0.2979,
35949,Jennifer's Shadow,Jennifer's Shadow,primary,/emw0TaUE0jyaSuZQw2u0A3L4RMw.jpg,83,0.0,0.0,0.0,0.1928,0.1928,0.1928,
35949,Jennifer's Shadow,Jennifer's Shadow,variant,/emw0TaUE0jyaSuZQw2u0A3L4RMw.jpg,83,0.0,0.0,0.0,0.1928,0.1928,0.1928,
36965,Infection,Infection,primary,/nZwQvVEySo7rGI0JR06penAVmr1.jpg,125,1.0,1.0,1.0,0.1667,0.1667,0.1667,
36965,Infection,Infection,variant,/6iX2M7APQTXtptwkZ193QOsYfaX.jpg,29,0.0,0.0,0.0,0.3226,0.3226,0.3226,
36965,Infection,Infection,variant,/6mEmhon5P1UfKOHGn07z8zlbeK1.jpg,29,0.0,0.0,0.0,0.3226,0.3226,0.3226,
36965,Infection,Infection,variant,/vC8BHTBVpCTDfkraxxydRnZvH1X.jpg,29,0.0,0.0,0.0,0.3226,0.3226,0.3226,
36965,Infection,Infection,variant,/zLoAaUcg07sWFK1e4qtgGvqvHr3.jpg,8,0.0,0.0,0.0,0.5882,0.5882,0.5882,
37687,3 A.M.,3 A.M.,primary,/5xrbnulJKpxtD2pCN1cdN0TXrMn.jpg,125,0.0,0.0,0.0,0.0377,0.0377,0.0377,
37687,3 A.M.,3 A.M.,variant,/5xrbnulJKpxtD2pCN1cdN0TXrMn.jpg,125,0.0,0.0,0.0,0.0377,0.0377,0.0377,
40338,Naked Massacre,Die Hinrichtung,primary,/i1ElgF6v5avfslWm45s3JjzZbPS.jpg,194,1.0,0.0,1.0,0.1486,0.1136,0.1486,
40338,Naked Massacre,Die Hinrichtung,variant,/eXE7aKB0EokJlrt4sm0MhT86htQ.jpg,194,1.0,0.0,1.0,0.1486,0.1136,0.1486,
40338,Naked Massacre,Die Hinrichtung,variant,/hvvrFwDABKfVFNrOZBGOk2cQcQ1.jpg,13,0.0,0.0,0.0,0.1667,0.08,0.1667,
40338,Naked Massacre,Die Hinrichtung,variant,/ok7WHby5ATCRjil9amoiblWZMNA.jpg,21,0.0,0.0,0.0,0.2581,0.1875,0.2581,
40338,Naked Massacre,Die Hinrichtung,variant,/pDjnmgEXxzeiQiGGxT7oA0gEHtx.jpg,313,0.0,0.0,0.0,0.015,0.0075,0.015,
40338,Naked Massacre,Die Hinrichtung,variant,/xEB7kJI7Fh9lNRhROpN9mNxrw2K.jpg,211,0.0,0.0,0.0,0.1215,0.1099,0.1215,
45511,Teacher's Pet,Teacher's Pet,primary,/rQp1gPdjPoUPTWZmnrrXpVZkt0G.jpg,13,1.0,1.0,1.0,1.0,1.0,1.0,
45511,Teacher's Pet,Teacher's Pet,variant,/6tP0SNBPUWEFd4dz77p4JH2S574.jpg,20,0.0,0.0,0.0,0.2963,0.2963,0.2963,
45511,Teacher's Pet,Teacher's Pet,variant,/9NCZNJFEq8FuoXOx9R0yXT7s1XP.jpg,20,0.0,0.0,0.0,0.2963,0.2963,0.2963,
45511,Teacher's Pet,Teacher's Pet,variant,/rQp1gPdjPoUPTWZmnrrXpVZkt0G.jpg,13,1.0,1.0,1.0,1.0,1.0,1.0,
47431,To Make a Killing,To Make a Killing,primary,/1qQ3tiBTDTLSMzEk0X6NVfdacoL.jpg,190,0.6667,0.6667,0.6667,0.1387,0.1387,0.1387,
47431,To Make a Killing,To Make a Killing,variant,/1qQ3tiBTDTLSMzEk0X6NVfdacoL.jpg,190,0.6667,0.6667,0.6667,0.1387,0.1387,0.1387,
