id,title,poster_path,verified,reason
72039,Attack of the Virgin Mummies,/bqtp8HjCPCNa2XUQvhHEOqPTZ2I.jpg,1,
505063,Await Further Instructions,/afvi5tVi5S3Ux9faZaI32SmPRkj.jpg,1,
244805,Puaka Tebing Biru,/gzVML1GhmrGHiVMN24EJrzG2R70.jpg,1,
360118,Ghost Coins,/p65BNBMgnosUSdbwaxTzsfFR47C.jpg,1,
826047,Why?,/l31YVOzDG13jwSJKYehZxgUsILH.jpg,1,
495031,Demon,/qeIqGNQEBSvdjCg9l73u7WKElaV.jpg,1,
46921,The Cat with Hands,/hEVY60G2rmeXm3n2SqEpKtvbVJ0.jpg,1,
1722854,Love in the Dark!,/raVoSXRiJcWYTR3cd1u5q3iRRyf.jpg,1,
20669,Death Valley: The Revenge of Bloody Bill,/21vclriIvQ2MOsyb3qSnIIu5WvD.jpg,1,
710295,Wolf Man,/wpSDzTBfF0Eeo5lzu2w9FTujGqd.jpg,1,
349067,Tigers Are Not Afraid,/yR9igXjoNh3QwHYIlfm8RQWea9E.jpg,1,
86330,Bates Motel,/9RbbMBMjJDD2Su6ierduGT1rNf5.jpg,1,
1017995,Requiem for a Scream,/oGURuyZBew2Q6VmnCKTANmgBhV0.jpg,1,
278806,Edison Death Machine,/jXdH42u4qOL2RgbbN5G1KUp4FfU.jpg,1,
634171,Mãe Querida,/uT1ONBhXf3RHfJmvBQbCOheCtpU.jpg,1,
1455589,Barefoot Labyrinth,/y4B3QhpTnFrBOZXaik4B65YZ6gs.jpg,1,
927409,The strange world of Gumball,/uEqYimFhzy9w9ZN7aBkJqR29NZW.jpg,1,
36003,"Danger! 50,000 Zombies",/ml8f7la7uTTZqKXtaSkZk13cyvS.jpg,1,
1714026,Oh Timmy,/xtvNsTufAOh8OVSnRpHS10WGTK7.jpg,1,
645881,The Witch's Fiddle,/t8KTagigKlI8j8l5HmOUmx4Lk58.jpg,1,
117216,Terror Eyes,/7uEfw9mNmoOUqvM8wPLbqVPd9cn.jpg,1,
1196089,Sigil,/mjD2erXXQsHd6luQ8OxBdK5Kpiz.jpg,1,
287077,The Best of Gesichter des Todes,/h8h9WSVcouI2Pr4Dwri5q6X5ngh.jpg,1,
9064,Hellbound: Hellraiser II,/auPOq1wgZuYSaADejOskBKG6fuV.jpg,1,
744273,Quarantine Girl,/gf7l6OJecG5laNMKknL3Dcgl1tt.jpg,1,
831396,The Bunker,/mtLv6gZYqwc1tJ5eTaTknIg4ZHf.jpg,1,
663122,De Vlieg,/4jQeQETrRVSG67h6FnDeyzybbzS.jpg,1,
282391,Fisheye,/e5z20ARlsR6twqYrDeZH78UCnkD.jpg,1,
256907,Darr @ the Mall,/4Ulk36fzSrgK2Lgk7wjJDkhgFRn.jpg,1,
261403,The Hunched Donkey,/7A47KPM6cjMLPM5w7PBVTEGdhyL.jpg,1,
644460,Dykefoot,/hsiQUo5fbp8GHBpHRmRwheEUXPx.jpg,1,
53806,The Other Side of the Underneath,/69Q1pdyg4q0r6dFq69jBZuE0tNC.jpg,1,
464832,Killing God,/fJHIW6xmKZJTsTCXsWKt3s1ZLt9.jpg,1,
849255,Bloody Guys,/kMBrVS7spKpIcifAyvpAFJQHyih.jpg,1,
732773,The Lockdown Hauntings,/nQ1BgDIQnPjUCJVozrnZftALeWT.jpg,1,
752443,Who Goes There?,/pDGO5YtaEpCxCf5svDjnmpYsLjr.jpg,1,
684807,Frostbite,/sglZsCBLSdDdRKTiJQDN6yoYh5c.jpg,1,
7282,Password,/tQhZq86eSK7wrOzyAbVckM0RywT.jpg,1,
402515,American Beast,/ivQ9rzNV3HzGlwbWNS6bavjsOJk.jpg,1,
1244381,No Budget Theater,/7eOwaQ7JGZZ9V6xBvdVLuMuO8rs.jpg,1,
1596208,Thanatos,/cVU36wdCCfwhR6CpjkxUjOVH5Yj.jpg,1,
86343,The Ghost in the Invisible Bikini,/oQi7TMOoFHF0J3DIojK9FKX2pQT.jpg,1,
840324,Not Found 4,/6GCCVDS3LNXbgBhXJxtHEN6fAZ3.jpg,1,
70247,Watchers II,/iU7Yy5dRIaoFvmgv40Fb2feSISt.jpg,1,
436113,Remember Me,/bAMlH1rATsb5ROxOo3EdrDxEcAz.jpg,1,
760918,Dana,/jwwSOsgAgVv0NPFORK0IdixuLYj.jpg,1,
449463,Turtle Island,/gngtbb3msr6laQrKE6xEFPv4DmZ.jpg,1,
491132,Before Someone Gets Hurt,/dUgoy8qSCZ5Y5pBiu5ipufvS16d.jpg,1,
135579,Dead Before Dawn,/5eg33AUKUsnGuX5LCe1OMTSJdIC.jpg,1,
235796,Dr. Jerkyl's Hide,/hvCUoQup7aAeRuHE5Icf8wnCQte.jpg,1,
406453,Blood Orgy At Beaver Lake,/ywId3frtcfOc6GCWyK67OJtK4kj.jpg,1,
980478,Metamorphosis,/zxdFoFQA710sxYzwucbvjQGFmI4.jpg,1,
659313,Kisah Seram Hostel,/47J7Zi3u9MWEHV0BD9YtkYDlIz1.jpg,1,
726239,Dead,/eu40V59ULl92GIWfRGLAuzu5EYb.jpg,1,
850060,Dead Till Death,/nfJgD8QCNgw68lkda2J5HBZrIwD.jpg,1,
283437,A Curtição do Avacalho,/TwJwCRiBYtlfCfzaqE6x7JIAFl.jpg,1,
1216210,eVil Sublet,/9F9TwvEJI5YvRdvbcUpHVGb04ku.jpg,1,
772295,Makhaliss,/g5qFBlu9j7tJpqwG0bkFaHSwAfl.jpg,1,
751497,Living Arrangements,/ammyisRAlyvgWWjZoE5jWquNf0O.jpg,1,
797781,CraZy A$$ B!tche$,/8xE3r1M4n2wNb8u5hNgmlyNKXyq.jpg,1,
739587,The Angler,/7PyNJK34A3aAcCcUxGBlHLCvs3A.jpg,1,
85197,Honeymoon Horror,/xO7D8atV6oxueOUTBvheG9guGvT.jpg,1,
87858,Ratline,/xPkHCWTbwLBGSu4winMWJRKHNmL.jpg,1,
524736,Kuntilanak,/64b5CSGsnmnx9oiWR6hzadsjWME.jpg,1,
1024747,Mukbang,/tfzyF9PGwfVekCVrjQ0Lp7irCLL.jpg,1,
1583838,Alter,/TgRcObwVMMOzuNrhI2lk3NLTtZ.jpg,1,
792149,Dead Again,/r6GcVs4ztC3UxSbI341rczusudy.jpg,1,
255674,The Visitant,/2XDe2ESylxLV8z0B1Ir0ErCBDxC.jpg,1,
1258568,Terror,/seEjbSb7pAiFIn73W8u31E97VOX.jpg,1,
847197,Hunting Terror,/ctwuYdMTYPeLepEaSGmWwfhMEpl.jpg,1,
147232,Always From Darkness,/a3Qzi4bdmDKFCsBX69L59GObq3g.jpg,1,
497830,60 Seconds to Die,/5Flzesb27cBBIhqIpPzcmos5dHg.jpg,1,
579437,The Outer Boroughs,/ytnstyUhrhhLrWC4fzhIfGi3EAN.jpg,1,
110345,Dead Sushi,/x3nUDc6ujkMScBIqAnMsTm9GBON.jpg,1,
149630,Flesh Feast,/A4Pf2qrHwxzbYfzVQPVf6R0YdEZ.jpg,1,
794234,The Bunker Game,/1FGenj5LnApAsJVLbd5Ehmn16XV.jpg,1,
537715,Sweet Dreams,/v5fu6YOTBUihWW5WKEFz4NaYJef.jpg,1,
966572,Inseto,/4PQyYmGhaYrSLGwTI1BR4B0of0j.jpg,1,
105004,The Magic Sword of Watari,/lqSitrWCD869I2Sw9wlBxnMUXxT.jpg,1,
739123,Tales from the Hood 3,/fT27GgfhKys7aLqXIzhIdv5RLBT.jpg,1,
970512,9 Ways to Hell,/d8QBX4iqsxrnkrJCbVjxHzfHPcd.jpg,1,
533210,Odyssey of Death,/3XAbtwot6x760UEUh1C7VfY7xVx.jpg,1,
602547,The Chasing World 2,/gFfMc9sx5IRhKRQ9IYNfnTrAg3X.jpg,1,
1428191,The Weeknd - Red Terror,/z4EUiZga9NCNfsi0HoV0GHBKeks.jpg,1,
931896,Hoshi Shin'ichi Mystery Special,/56usLAUE1RizBvXwBTLlmvWdSix.jpg,1,
1242578,Objects In Mirror Are Closer Than They Appear,/cDJ826iK8pKR6D5qabADIVYbraB.jpg,1,
216203,Pieces of Talent,/iLLkthlww3pp18p4b2s7cEnBoO2.jpg,1,
29505,Expendable,/uoAhyRJ9L85Pgfxc4HvCEQXNsTU.jpg,1,
681457,The Carnivores,/6xzo9uqrywv90K0oeXv7QjnJSRR.jpg,1,
776294,The House and The White String,/pt1fCUNE2z4YKtCXt713VluN31N.jpg,1,
1617087,Don't Answer,/6HufsK6wt2wldBBVkL0uQgm4gKY.jpg,1,
681185,Pride,/r7o7IhluvpqUepybamGDCdmemBY.jpg,1,
1064178,Hunt Club,/qmMazCTqdQNaqeCVeKysT6I3uz4.jpg,1,
954787,The Blue Hour,/td2z0op51TLsfQdOMzUi1vRY4nn.jpg,1,
1009049,Omegle,/sJh8YXNoZqx6UjPspDt5TeGJp72.jpg,1,
1743173,Omegle,/q1F5uiKqsrjv34S2ds46H3kU58P.jpg,1,
469666,Edwin Parker,,0,no_poster_path
321713,Grudge,,0,no_poster_path
732231,Castle Ghosts of England,,0,no_poster_path
732232,Castle Ghosts of Ireland,,0,no_poster_path
